0;42;84;14;43;67;55;60;18;23;53;45;61;13;35;19;42;91;71;70;11;76;84;39;58;81;93;94;55;83;15;15;33;23;37;81;87;49;36;91;47;88;39;40;36;17;86;38;23;91;89;18;94;10;33;57;48;46;97;75;64;97;76;27;82;34;12;76;60;57;27;35;62;93;55;52;60;45;37;91;81;97;45;34;99;29;41;25;34;36;52;42;84;52;36;49;13;87;97;72;72;69;79;90;67;12;56;92;67;53;70;77;39;82;47;33;30;75;50;27;34;32;18;16;91;62;20;12;70;89;75;14;44;89;14;88;77;36;27;47;29;56;65;49;70;46;20;26;72;86;86;92;13;35;17;43;47;13;16;23;73;23;72;91;34;71;36;82;12;80;52;30;25;80;36;96;16;10;65;35;45;41;17;43;85;26;43;56;33;95;44;69;70;86;11;90;53;93;78;67;67;49;30;63;20;85;56;68;94;48;58;84;27;63;44;51;29;59;74;82;91;42;15;56;32;13;23;83;55;86;36;87;76;68;93;45;21;90;25;33;87;47;82;48;62;16;80;86;43;33;98;29;32;68;41;14;53;21;38;60;31;46;94;12;58;13;56;53;97;89;51;65;49;79;37;67;22;75;64;69;47;85;65;54;54;56;35;17;14;86;58;42;69;89;27;32;52;39;80;19;55;71;53;44;79;64;28;51;56;78;84;11;33;59;60;56;44;92;35;14;90;35;42;39;16;47;48;71;72;82;59;76;92;95;14;61;23;63;10;90;34;85;51;42;58;46;43;11;74;48;19;55;37;49;69;11;26;96;65;80;38;78;50;71;44;62;86;58;29;44;65;31;82;77;94;44;63;98;23;72;25;32;90;46;80;93;43;14;60;29;42;27;12;79;33;13;27;45;67;69
51;0;54;67;83;51;94;16;69;97;68;21;46;18;94;19;50;60;78;17;41;97;64;48;13;74;51;92;24;86;12;85;51;83;49;99;31;44;88;62;25;73;98;37;14;72;71;62;65;69;58;50;39;80;55;23;66;95;79;46;73;49;60;75;42;41;79;54;41;76;77;85;13;67;44;75;98;86;71;85;79;45;28;48;85;74;20;71;62;22;83;92;40;75;65;80;75;59;53;96;88;25;85;82;94;59;31;78;58;81;48;89;69;72;17;75;37;70;29;80;86;31;98;61;58;36;19;32;96;25;17;88;37;66;20;66;50;55;41;25;48;30;98;96;23;88;28;14;36;19;22;78;10;37;89;65;40;35;44;77;23;99;12;60;48;66;38;28;23;88;47;32;33;58;77;86;33;73;84;72;41;18;14;15;84;75;41;54;24;42;40;62;20;55;70;57;10;30;44;30;83;63;77;62;81;36;41;56;18;53;46;99;84;46;17;69;48;85;32;41;90;84;86;17;55;31;14;92;32;90;54;25;90;70;28;51;74;94;97;35;30;59;91;74;46;17;55;84;80;92;29;51;72;54;44;46;81;93;35;11;20;52;24;81;53;58;49;64;61;61;67;23;23;62;33;97;14;32;24;20;81;20;60;92;18;23;48;52;17;33;35;55;99;45;72;58;16;33;72;48;45;87;45;56;97;72;28;41;80;25;90;75;44;48;85;61;22;86;36;68;69;65;63;92;96;42;43;97;72;49;58;89;43;55;66;29;29;80;70;65;25;51;66;37;57;80;38;65;56;80;52;96;55;98;96;34;53;36;93;11;89;88;50;76;62;15;77;62;61;76;42;67;68;94;18;85;32;97;76;17;28;58;23;22;59;96;19;32;53;66;52;20;99;50;75;87;16;60;90;33
37;53;0;84;98;98;41;20;33;71;97;15;78;80;57;93;61;75;90;33;33;71;50;72;32;62;72;94;96;29;26;78;70;10;13;61;56;77;76;92;19;64;32;17;43;52;54;52;18;56;61;61;96;74;82;53;88;80;18;85;56;12;23;49;57;76;93;88;85;94;67;26;74;16;48;73;67;37;69;76;27;80;89;46;27;50;87;28;78;52;19;95;38;55;98;95;34;13;85;56;98;18;21;30;64;73;73;64;77;70;34;17;78;32;27;60;48;94;82;66;96;21;86;78;41;52;94;39;19;62;19;24;66;91;49;37;19;27;87;44;63;27;22;91;50;46;86;56;46;11;64;67;99;91;29;24;89;41;24;91;32;83;65;49;29;88;38;51;53;47;28;21;33;55;53;61;53;58;40;83;12;39;17;18;90;32;69;21;14;27;97;70;95;60;39;91;34;65;95;14;16;73;68;39;66;24;37;33;27;55;91;49;93;17;16;27;13;68;18;59;61;43;22;13;84;10;75;37;52;49;71;13;98;30;28;25;52;21;76;45;89;37;97;81;53;25;79;83;68;33;36;99;61;96;34;61;49;85;95;28;87;89;33;29;98;68;54;12;74;61;45;50;28;84;40;39;52;74;56;16;50;22;69;43;47;34;56;79;11;25;47;32;50;10;77;54;86;45;19;56;81;95;30;25;36;24;51;35;43;61;94;21;81;81;55;42;91;36;15;41;62;37;65;66;67;41;41;81;20;21;15;51;41;83;59;76;75;10;67;22;75;85;63;23;53;55;15;51;59;29;19;96;14;77;69;36;54;36;38;32;69;84;64;48;63;28;97;72;51;80;98;45;18;19;13;23;99;22;21;29;18;79;20;48;18;79;31;72;15;35;49;65;71;27;85;93;37;89;61;61
85;62;93;0;56;24;11;47;38;58;14;26;41;25;49;67;97;21;94;72;61;24;53;53;51;76;87;42;80;67;58;30;55;68;75;79;11;32;80;80;10;12;64;59;75;84;66;98;97;19;12;86;54;83;94;36;60;81;66;93;77;66;92;93;93;98;85;40;14;65;17;63;50;25;32;44;70;31;42;10;55;94;27;38;31;65;44;83;51;43;36;72;35;17;88;89;85;73;52;85;19;87;10;81;60;48;78;47;33;31;70;85;11;26;35;60;58;13;53;61;55;66;69;70;94;17;38;63;26;72;70;82;18;85;31;12;94;99;10;74;76;43;25;81;36;58;56;41;13;32;24;61;40;46;83;22;21;82;89;90;89;46;38;43;26;52;55;94;90;15;99;94;18;57;27;19;75;37;57;99;19;24;88;19;56;96;95;62;65;34;24;85;14;39;57;47;26;24;50;80;54;48;57;54;59;10;47;79;21;59;51;84;61;39;92;52;48;59;69;40;77;63;35;42;81;83;32;24;46;93;74;68;73;82;52;28;52;39;66;33;71;58;72;34;59;33;64;64;66;25;74;10;83;87;93;52;19;60;99;65;89;58;29;64;65;48;51;84;75;10;32;32;53;93;94;92;87;81;73;86;44;82;68;34;72;14;83;57;24;19;96;36;18;56;44;13;36;77;54;11;88;75;10;97;62;30;95;69;82;20;44;99;34;67;55;27;66;29;10;22;26;81;17;11;89;77;68;37;40;67;87;24;33;59;25;49;72;89;89;69;40;93;57;52;22;58;38;22;63;68;66;15;95;18;99;52;72;10;84;61;97;34;67;87;33;33;88;19;33;30;85;78;51;14;43;74;58;13;23;49;22;80;22;31;47;44;65;61;52;52;40;85;84;19;56;35;66;61;24;63
81;39;28;33;0;64;53;39;75;63;61;84;51;94;82;41;61;96;62;86;14;69;27;87;87;77;78;70;37;23;26;85;23;29;92;14;49;69;50;39;34;77;61;89;49;85;50;97;90;65;68;68;60;59;47;28;56;82;46;78;15;29;47;35;28;51;57;79;78;33;63;92;87;88;89;80;29;36;58;13;36;46;90;89;31;80;61;45;62;81;15;48;54;85;50;85;82;93;51;73;87;58;12;71;85;82;65;26;24;54;91;24;97;69;90;91;86;89;78;93;15;26;59;42;72;63;39;26;63;61;47;26;65;49;62;92;65;61;95;92;36;20;70;88;86;26;36;72;17;90;44;21;46;53;39;34;39;60;75;79;26;71;22;90;70;19;67;88;53;30;76;39;95;39;14;30;32;35;92;11;44;32;71;28;78;61;94;91;21;67;13;37;47;22;83;52;63;22;10;56;94;49;73;18;51;96;35;49;72;59;24;91;88;64;66;94;15;90;80;35;75;17;31;20;53;60;25;95;44;79;10;42;12;72;54;54;42;27;21;21;47;46;20;47;73;81;80;39;41;86;61;60;83;33;46;76;37;33;90;69;20;68;37;65;65;79;69;52;64;83;89;71;13;96;16;63;28;89;96;59;33;11;40;35;62;75;26;18;64;13;45;82;67;49;24;58;32;34;29;65;71;19;30;76;58;73;86;47;96;43;68;61;43;93;61;36;20;14;80;11;74;98;66;40;88;92;28;60;58;44;33;61;81;46;44;98;25;41;24;19;87;45;28;53;25;67;68;19;43;20;89;44;93;30;41;72;81;91;81;19;66;85;77;38;12;13;93;70;90;70;51;55;13;75;43;59;62;33;54;17;18;93;77;38;78;65;79;22;18;29;47;86;91;24;61;39;92;88;53;41
58;25;65;23;10;0;88;68;88;10;49;56;88;57;64;36;71;58;76;62;86;49;28;23;52;56;98;73;86;23;68;70;72;47;96;80;89;64;61;76;69;50;35;66;20;53;66;85;26;60;63;71;71;86;13;95;25;86;96;28;42;75;58;28;25;90;55;73;98;37;78;41;97;20;35;78;66;70;77;17;14;85;34;46;89;43;71;66;74;80;85;11;17;18;69;74;72;65;68;91;96;65;76;33;52;25;10;73;10;86;22;88;27;17;98;25;52;56;77;21;67;71;33;22;87;42;90;67;93;57;79;80;77;16;84;85;63;61;26;23;12;59;42;73;54;68;34;25;66;67;72;18;77;96;93;69;10;80;83;63;31;82;23;30;28;44;99;48;81;91;64;42;62;72;86;98;46;29;30;89;92;80;70;94;10;44;51;33;90;80;49;46;92;74;14;61;77;90;96;66;74;64;63;67;25;47;39;58;65;19;59;89;17;22;14;69;80;37;93;79;42;73;27;10;76;76;64;28;84;81;40;21;85;83;58;93;57;17;84;28;84;39;83;13;34;97;85;36;57;84;10;49;11;26;64;49;76;79;51;72;42;89;31;10;77;91;69;34;44;53;45;66;22;63;55;26;97;34;86;60;96;31;78;17;47;77;71;77;29;64;95;27;21;43;16;14;91;45;19;32;61;47;39;80;79;58;57;68;63;35;44;67;92;71;36;15;14;85;35;11;96;58;51;23;21;59;92;89;55;20;32;80;30;92;53;53;80;80;80;46;61;59;21;63;96;50;55;50;82;75;20;73;78;37;73;73;69;66;22;70;85;49;41;52;10;41;10;82;28;49;63;56;55;52;34;51;72;85;28;31;65;97;33;80;29;61;67;98;13;60;67;96;88;15;45;39;59;66;19;36
11;78;34;32;19;43;0;98;94;80;21;42;10;58;33;85;53;20;29;69;92;75;24;11;57;82;24;60;43;23;27;46;27;36;87;99;43;74;93;38;56;51;21;19;21;47;87;47;36;48;38;99;91;36;26;67;49;85;25;75;38;14;24;84;17;54;38;29;34;83;28;95;72;63;93;16;62;19;87;70;36;87;89;40;45;28;72;42;79;95;90;13;65;76;41;62;25;59;18;78;83;67;12;99;53;26;87;41;78;30;85;18;60;15;66;26;43;47;16;37;96;74;92;12;27;42;19;41;10;24;40;13;50;65;31;57;57;98;37;60;68;72;39;20;96;65;56;87;44;17;10;41;48;38;59;14;96;49;57;76;12;18;31;28;92;94;85;26;58;55;39;59;84;78;88;63;72;11;89;19;12;91;16;70;72;99;24;10;90;79;87;35;49;28;46;35;93;79;96;91;47;19;90;74;83;33;69;22;59;43;40;32;79;91;38;19;85;73;43;91;40;58;78;59;33;10;17;48;86;78;50;25;71;92;89;58;45;86;92;24;96;31;21;84;64;81;84;56;33;40;33;75;92;56;89;37;38;37;28;58;99;83;59;34;96;88;17;87;26;24;82;52;49;38;87;97;90;64;52;45;62;62;24;15;93;83;64;86;12;56;98;24;30;49;17;77;23;47;73;79;55;88;25;94;84;73;91;24;48;60;56;84;49;95;89;17;75;10;78;79;56;79;45;94;36;70;25;23;25;13;86;66;28;85;92;55;60;29;66;35;15;89;91;93;97;45;15;54;58;75;65;28;28;59;13;38;61;57;26;47;56;88;54;88;42;18;15;56;48;50;13;28;88;18;51;47;68;74;31;60;27;57;59;58;45;23;33;54;80;22;52;48;36;38;58;90;31;44;89;55
92;49;77;54;35;87;15;0;44;70;56;84;20;80;38;43;76;74;39;77;88;80;55;56;65;80;22;38;58;63;88;56;83;25;25;35;39;30;80;99;53;68;31;85;57;16;10;37;31;75;22;56;53;69;77;82;19;43;79;99;38;72;61;76;16;92;89;62;13;72;18;22;57;13;78;87;41;26;73;22;86;91;23;55;27;45;30;66;76;61;17;55;54;38;78;33;66;69;17;51;72;94;67;86;24;62;46;60;10;24;13;78;14;37;40;67;36;80;74;93;25;24;21;85;70;90;34;97;88;40;27;42;32;57;15;16;67;51;57;47;37;86;93;61;39;43;18;48;92;31;13;87;49;27;87;16;35;11;29;78;33;64;97;24;73;82;52;59;82;30;92;36;98;98;30;15;82;49;96;40;91;67;55;23;16;89;32;73;77;48;23;74;21;46;91;59;89;90;23;33;99;98;41;28;22;43;14;14;82;68;75;56;74;76;71;21;89;40;93;21;23;45;49;87;12;70;74;82;79;29;28;52;32;60;95;28;72;22;37;77;82;15;17;71;93;38;70;87;17;59;49;37;42;27;85;13;34;37;95;71;79;93;51;20;71;31;41;30;81;39;13;80;73;22;57;82;74;13;22;87;91;69;94;26;41;74;72;46;90;54;20;87;29;49;27;77;51;67;42;85;88;92;92;82;53;87;50;96;73;48;25;55;70;58;71;81;14;20;44;49;53;19;66;34;41;10;46;41;74;76;51;89;55;19;41;13;71;83;66;97;88;78;75;55;11;37;59;11;16;82;13;64;37;60;31;99;79;42;15;48;27;47;24;62;35;29;32;27;18;47;88;81;40;49;62;14;91;72;80;52;19;39;77;16;68;62;72;66;74;37;96;23;51;49;17;99;52;55;24;75
13;48;91;95;65;73;93;56;0;68;33;69;97;52;95;90;77;85;24;94;10;48;50;91;31;29;64;17;45;92;57;35;81;15;94;43;64;17;23;22;86;99;62;11;84;56;36;23;64;42;34;42;54;75;11;80;32;90;58;55;77;89;37;47;40;75;91;79;29;36;68;47;18;15;13;13;78;57;65;59;31;78;19;45;77;73;54;11;15;48;20;76;22;27;14;37;23;29;78;66;60;18;68;65;28;31;48;61;53;54;18;20;99;36;74;61;10;56;26;31;89;60;45;91;35;99;33;67;56;74;26;94;26;95;55;12;41;12;20;87;34;62;54;52;31;44;93;80;96;91;86;16;52;77;43;10;61;71;30;65;76;69;21;80;12;92;19;56;43;74;60;28;63;95;29;65;25;79;82;99;14;32;96;79;61;64;61;68;69;17;87;19;36;27;22;55;19;45;75;32;63;44;41;24;65;25;69;51;59;40;82;11;10;82;92;98;50;74;52;44;32;97;63;38;92;43;98;99;45;76;72;85;38;57;65;17;32;72;93;43;73;74;78;55;28;10;97;79;73;21;48;44;87;95;10;44;16;53;96;65;69;83;94;48;44;54;98;61;45;18;61;37;65;46;48;40;39;89;81;41;26;50;11;72;57;52;36;23;82;90;87;92;99;32;63;93;40;14;44;15;87;10;10;54;37;93;89;62;99;13;26;36;71;28;84;29;92;10;62;16;76;21;40;54;90;56;24;23;15;31;94;26;61;72;33;70;25;97;95;56;84;95;91;40;22;26;70;33;13;73;39;63;21;51;46;26;73;51;86;51;15;48;55;27;20;78;98;77;86;87;94;37;77;59;13;35;81;73;45;26;74;21;31;90;66;91;36;83;13;93;33;25;32;48;22;82;23;22;95;82
63;66;34;43;92;38;16;64;58;0;91;52;72;94;88;48;71;97;13;36;22;91;40;73;44;42;40;19;76;61;89;64;24;42;19;33;61;20;27;24;25;27;97;54;59;79;19;89;77;71;52;80;57;37;82;78;53;73;69;98;78;45;39;64;74;72;75;31;72;28;32;10;82;80;88;57;35;38;16;46;83;89;53;58;89;72;75;37;65;42;62;57;20;96;79;77;95;30;74;44;88;21;28;47;88;41;85;41;92;48;57;93;57;13;79;41;75;62;68;29;58;38;51;64;83;26;66;59;78;10;17;62;20;92;58;85;35;58;49;85;26;96;30;73;61;22;75;16;75;24;69;58;64;11;43;29;10;36;85;40;92;57;81;17;63;58;10;78;47;23;75;68;65;75;81;89;71;48;85;84;52;57;94;86;65;38;11;81;97;16;17;90;70;93;65;68;97;12;46;22;51;37;17;28;57;26;60;85;83;61;12;35;57;62;80;74;82;66;85;44;17;29;74;89;51;46;24;47;23;75;61;78;51;96;78;49;90;60;98;43;17;34;21;17;62;47;44;74;14;29;23;13;33;33;21;78;67;10;23;35;90;56;58;99;23;49;11;54;21;28;27;36;46;37;97;22;60;71;68;66;10;24;42;47;94;89;80;63;62;76;12;49;30;54;89;19;92;70;81;54;50;65;53;59;79;59;51;92;68;25;33;91;32;81;76;54;86;91;57;84;76;76;10;67;98;26;37;72;64;96;13;48;23;82;97;49;44;72;80;29;76;22;55;52;71;62;96;67;97;41;52;68;39;49;74;35;39;75;48;16;45;33;89;42;73;70;96;47;87;88;12;94;93;71;26;39;88;21;51;39;93;58;82;28;81;81;13;90;83;16;93;26;31;71;18;18;81;49;28;70
